model,feature,gain
margin_q75,Diff_Losses,1.6811939477920532
margin_q75,Diff_NeutralWinPct,1.6778182983398438
margin_q75,Diff_TRBRateMean,1.6641781330108643
margin_q75,Avg_Losses,1.6621387004852295
margin_q75,Diff_OppeFGMean,1.6614233255386353
margin_q75,Avg_Last5Score,1.6572281122207642
margin_q75,Diff_Last5Margin,1.648616075515747
margin_q75,Diff_Last5DefRating,1.6379377841949463
margin_q75,Diff_MarginStd,1.6181707382202148
margin_q75,Diff_Last10OppScore,1.6124521493911743
margin_q75,Avg_TOMean,1.6022506952285767
margin_q75,Avg_BlkMean,1.5978703498840332
margin_q75,Diff_ASTTOVMean,1.5813957452774048
margin_q75,Diff_MarginMean,1.5791735649108887
margin_q75,Diff_OppScoreMean,1.5760695934295654
margin_q75,Avg_TRBRateMean,1.5752198696136475
margin_q75,Diff_Last5Score,1.5633922815322876
margin_q75,Avg_AwayWinPct,1.5621322393417358
margin_q75,Avg_StlMean,1.561652421951294
margin_q75,Avg_OffRatingMean,1.561466932296753
margin_q75,Diff_Last5WinPct,1.5414633750915527
margin_q75,Avg_Wins,1.5285484790802002
margin_q75,Diff_HomeWinPct,1.5256158113479614
margin_q75,Avg_WinPct,1.5250511169433594
margin_q75,Avg_MarginStd,1.5192956924438477
margin_q75,Diff_ThreeRateMean,1.507947564125061
margin_q75,Diff_FTPctMean,1.5068023204803467
margin_q75,Avg_NumOTMean,1.498363733291626
margin_q75,Diff_StlMean,1.4752782583236694
margin_q75,Diff_eFGMean,1.4727634191513062
margin_q75,Diff_DefRatingMean,1.4691208600997925
margin_q75,Diff_Last10DefRating,1.4647730588912964
margin_q75,Diff_Last10Margin,1.456809163093567
margin_q75,Avg_Last5Margin,1.4404938220977783
margin_q75,Avg_FG3PctMean,1.4019546508789062
margin_q75,Avg_DefRatingMean,1.3807193040847778
margin_q75,Avg_DRBRateMean,1.3238210678100586
margin_q75,Diff_NumOTMean,1.3221888542175293
margin_q75,Avg_ASTTOVMean,1.3146978616714478
margin_q75,Diff_BlkMean,1.2915195226669312
margin_q75,Diff_Last10NetRating,1.285650372505188
margin_q75,Avg_Last10WinPct,1.1935193538665771
margin_q75,Avg_MasseyBestRank,1.1393241882324219
margin_q75,Diff_ScoreMean,1.09939706325531
margin_q75,Avg_Games,1.051235318183899
margin_q75,Diff_OffRatingMean,1.0489916801452637
margin_q90,Diff_MasseyMeanRank,9.44552993774414
margin_q90,Diff_MasseyWorstRank,5.701428413391113
margin_q90,Diff_MasseyMedianRank,5.263387680053711
margin_q90,Diff_MasseyBestRank,3.4412949085235596
margin_q90,Avg_SOSOppNetRating,2.0540595054626465
margin_q90,Diff_EloPeak,1.9047396183013916
margin_q90,Avg_MasseyMedianRank,1.7084877490997314
margin_q90,Diff_TSMean,1.7075974941253662
margin_q90,Diff_SeedNum,1.6888868808746338
margin_q90,Diff_Last10DefRating,1.6074105501174927
margin_q90,Diff_MasseyStdRank,1.583875298500061
margin_q90,Avg_OppScoreMean,1.5750527381896973
margin_q90,Avg_Last5DefRating,1.5043879747390747
margin_q90,Diff_MarginMean,1.4856088161468506
margin_q90,Avg_NetRatingMean,1.452203392982483
margin_q90,Avg_MasseyWorstRank,1.4296635389328003
margin_q90,Avg_TSMean,1.4269300699234009
margin_q90,Diff_Last10OppScore,1.4072446823120117
margin_q90,Diff_ORBRateMean,1.3689335584640503
margin_q90,Diff_Last5OppScore,1.3534409999847412
margin_q90,Avg_Losses,1.3437206745147705
margin_q90,Avg_Last5Score,1.3356823921203613
margin_q90,Diff_NumOTMean,1.3310903310775757
margin_q90,Diff_TOVRateMean,1.3241257667541504
margin_q90,Diff_EloEnd,1.321380376815796
margin_q90,Avg_AstMean,1.2987244129180908
margin_q90,Diff_NetRatingMean,1.295212984085083
margin_q90,Diff_AwayWinPct,1.295017957687378
margin_q90,Diff_Last10Score,1.287830114364624
margin_q90,Avg_SOSOppWinPct,1.2851111888885498
margin_q90,Diff_ASTTOVMean,1.2849291563034058
margin_q90,Diff_ThreeRateMean,1.272161841392517
margin_q90,Avg_Last5OppScore,1.261206865310669
margin_q90,Diff_WinPct,1.2580028772354126
margin_q90,Avg_HomeWinPct,1.2526212930679321
margin_q90,Avg_FTRateMean,1.2499877214431763
margin_q90,A_SeedNum,1.2242196798324585
margin_q90,Avg_Last5OffRating,1.2209429740905762
margin_q90,Diff_PaceMean,1.2069852352142334
margin_q90,Avg_Last10OppScore,1.206835389137268
margin_q90,Avg_MarginStd,1.2016280889511108
margin_q90,Diff_HomeWinPct,1.1921494007110596
margin_q90,Avg_TOVRateMean,1.1901156902313232
margin_q90,Avg_NeutralWinPct,1.1847400665283203
margin_q90,Diff_FTRateMean,1.1794917583465576
margin_q90,Avg_NeutralGamePct,1.1648588180541992
margin_q90,Avg_EloEnd,1.1596816778182983
margin_q90,Avg_PFMean,1.1523703336715698
margin_q90,Avg_ORBRateMean,1.1508090496063232
margin_q90,Diff_PFMean,1.1359071731567383
margin_q90,Avg_PaceMean,1.134494662284851
margin_q90,Avg_MasseyStdRank,1.1279562711715698
margin_q90,Diff_NeutralGamePct,1.1268500089645386
margin_q90,Diff_SOSOppNetRating,1.1184583902359009
margin_q90,Diff_Last10NetRating,1.0867284536361694
margin_q90,Diff_Last10Margin,1.0651824474334717
margin_q90,Avg_OffRatingMean,1.061071515083313
margin_q90,Avg_MasseyMeanRank,1.05939519405365
margin_q90,Diff_NeutralWinPct,1.0548454523086548
margin_q90,Diff_FTPctMean,1.0479000806808472
margin_q90,Avg_Last10Score,1.0270397663116455
margin_q90,Avg_ASTTOVMean,1.0148978233337402
margin_q90,Diff_DefRatingMean,1.006463885307312
margin_q90,Avg_TRBRateMean,1.0053048133850098
margin_q90,Avg_OppFG3PctMean,0.9994378685951233
margin_q90,Avg_MarginMean,0.9959532618522644
margin_q90,Avg_OppeFGMean,0.9928747415542603
margin_q90,Avg_ThreeRateMean,0.9924562573432922
margin_q90,Avg_Games,0.9853079319000244
margin_q90,Diff_FG3PctMean,0.9821950793266296
margin_q90,Diff_StlMean,0.979595959186554
margin_q90,Avg_Last10OffRating,0.9640300869941711
margin_q90,Avg_FTPctMean,0.9618943333625793
margin_q90,Diff_SOSOppWinPct,0.9595487713813782
margin_q90,Diff_OppFG3PctMean,0.9523395299911499
margin_q90,Avg_FG3PctMean,0.9502537846565247
margin_q90,Avg_MasseyBestRank,0.9331086874008179
margin_q90,Diff_Games,0.9317175149917603
margin_q90,Avg_WinPct,0.9253421425819397
margin_q90,Avg_DefRatingMean,0.9247280359268188
margin_q90,Diff_Last10OffRating,0.9191222190856934
margin_q90,Avg_StlMean,0.9113593697547913
margin_q90,Diff_eFGMean,0.9046339392662048
margin_q90,Diff_OppScoreMean,0.8788458704948425
margin_q90,Diff_Last5Score,0.8763821721076965
margin_q90,B_SeedNum,0.8528318405151367
margin_q90,Diff_AstMean,0.8353891372680664
margin_q90,Avg_ScoreMean,0.8330280780792236
margin_q90,Diff_Last5OffRating,0.827848494052887
margin_q90,Avg_TOMean,0.8266699910163879
margin_q90,Diff_Last5NetRating,0.8215067386627197
margin_q90,Avg_DRBRateMean,0.8073004484176636
margin_q90,Avg_AwayWinPct,0.8055856227874756
margin_q90,Diff_TOMean,0.8028618097305298
margin_q90,Avg_Last5WinPct,0.7819339632987976
margin_q90,Avg_NumOTMean,0.7771127223968506
margin_q90,Diff_Losses,0.7759410738945007
margin_q90,Avg_BlkMean,0.7572203874588013
margin_q90,Avg_Last5NetRating,0.7511261701583862
margin_q90,Avg_Last5Margin,0.7491697669029236
margin_q90,Diff_Last5Margin,0.7384846806526184
margin_q90,Diff_DRBRateMean,0.7091617584228516
margin_q90,Diff_OppeFGMean,0.6994309425354004
margin_q90,Diff_BlkMean,0.6894566416740417
margin_q90,Diff_TRBRateMean,0.673816978931427
margin_q90,Avg_Last10DefRating,0.6649631857872009
margin_q90,Diff_ScoreMean,0.6597462892532349
margin_q90,Diff_OffRatingMean,0.6249057650566101
margin_q90,Avg_Last10WinPct,0.618194580078125
margin_q90,Avg_Last10NetRating,0.6046361923217773
margin_q90,Avg_Wins,0.5614079236984253
margin_q90,Avg_EloPeak,0.5472052693367004
margin_q90,Diff_MarginStd,0.5287749767303467
margin_q90,Diff_Last5DefRating,0.5080134272575378
margin_q90,Diff_MasseySystems,0.376889705657959
margin_q90,Diff_Wins,0.2609826624393463
margin_q90,Avg_Last10Margin,0.18599605560302734
margin_q90,Avg_MasseySystems,0.18265807628631592
total_q10,Avg_NetRatingMean,3.3927361965179443
total_q10,Diff_NetRatingMean,3.29525089263916
total_q10,Avg_ScoreMean,3.0933518409729004
total_q10,Diff_EloEnd,2.823270797729492
total_q10,Avg_Last5WinPct,2.512993812561035
total_q10,Avg_MasseyMeanRank,2.4346530437469482
total_q10,Avg_MasseySystems,2.43019437789917
total_q10,Avg_Last5NetRating,2.2527387142181396
total_q10,Avg_WinPct,2.2131879329681396
total_q10,Avg_Last10OffRating,2.197988748550415
total_q10,Avg_Last10Score,2.1223251819610596
total_q10,Avg_NeutralWinPct,2.119779109954834
total_q10,Avg_PFMean,2.0233285427093506
total_q10,Avg_OppScoreMean,1.978739857673645
total_q10,Avg_EloEnd,1.8785831928253174
total_q10,Avg_AstMean,1.8377443552017212
total_q10,Avg_DRBRateMean,1.7981544733047485
total_q10,Avg_Last5Score,1.7855507135391235
total_q10,Avg_MarginStd,1.7564181089401245
total_q10,Avg_TOMean,1.7187182903289795
total_q10,Avg_HomeWinPct,1.7098551988601685
total_q10,Avg_TOVRateMean,1.7098208665847778
total_q10,Avg_MasseyStdRank,1.7066309452056885
total_q10,Avg_ThreeRateMean,1.7033113241195679
total_q10,Avg_PaceMean,1.6999719142913818
total_q10,Avg_ASTTOVMean,1.6856244802474976
total_q10,Avg_TSMean,1.6710666418075562
total_q10,Avg_Last10OppScore,1.662352204322815
total_q10,Avg_Last5OffRating,1.6272040605545044
total_q10,Avg_Last10Margin,1.6261316537857056
total_q10,Avg_Last5OppScore,1.6084738969802856
total_q10,Avg_BlkMean,1.6072524785995483
total_q10,Avg_OppeFGMean,1.6004334688186646
total_q10,Avg_ORBRateMean,1.5716211795806885
total_q10,Avg_SOSOppNetRating,1.568640112876892
total_q10,Avg_TRBRateMean,1.556655764579773
total_q10,Avg_NumOTMean,1.5437450408935547
total_q10,Avg_SOSOppWinPct,1.4957263469696045
total_q10,Avg_AwayWinPct,1.4842579364776611
total_q10,Avg_FG3PctMean,1.4538865089416504
total_q10,Diff_NeutralGamePct,1.453550934791565
total_q10,Avg_DefRatingMean,1.4196821451187134
total_q10,Avg_OffRatingMean,1.4135017395019531
total_q10,Avg_Last10DefRating,1.406378984451294
total_q10,Avg_StlMean,1.402796745300293
total_q10,Avg_Last10WinPct,1.3893166780471802
total_q10,Avg_FTRateMean,1.3860881328582764
total_q10,Avg_MasseyWorstRank,1.3736302852630615
total_q10,Diff_OppeFGMean,1.3716895580291748
total_q10,Avg_Last5DefRating,1.3712215423583984
total_q10,Avg_Last5Margin,1.3659874200820923
total_q10,Avg_MasseyMedianRank,1.3546448945999146
total_q10,Avg_MarginMean,1.3541783094406128
total_q10,Avg_MasseyBestRank,1.2702523469924927
total_q10,Avg_eFGMean,1.197622537612915
total_q10,Avg_Wins,1.1950136423110962
total_q10,Avg_OppFG3PctMean,1.193509578704834
total_q10,Avg_IsPlayInSeed,1.1726179122924805
total_q10,Avg_SeedNum,1.1555850505828857
total_q10,Avg_FTPctMean,1.1063523292541504
total_q10,Avg_Last10NetRating,1.0943692922592163
total_q10,Diff_TRBRateMean,1.07882559299469
total_q10,Avg_Games,1.0684499740600586
total_q10,Avg_NeutralGamePct,1.0484251976013184
total_q10,Diff_WinPct,1.0130023956298828
total_q10,Diff_ThreeRateMean,0.9972904920578003
total_q10,Avg_Losses,0.9699379801750183
total_q10,Diff_MarginMean,0.9599716067314148
total_q10,Diff_FG3PctMean,0.9548168182373047
total_q10,Avg_EloPeak,0.8953709602355957
total_q10,Diff_OppFG3PctMean,0.826533317565918
total_q10,Diff_OffRatingMean,0.748767614364624
total_q10,Diff_AstMean,0.5776931047439575
total_q10,Diff_DRBRateMean,0.5447347164154053
total_q10,Diff_ScoreMean,0.532838761806488
total_q10,Diff_Games,0.5003403425216675
total_q10,Diff_Losses,0.4929046630859375
total_q10,Diff_TOMean,0.43711015582084656
total_q10,Diff_FTRateMean,0.36611121892929077
total_q10,Diff_ORBRateMean,0.11595471203327179
total_q25,Avg_ScoreMean,8.306404113769531
total_q25,Avg_OppScoreMean,6.653228282928467
total_q25,Avg_PaceMean,4.955002307891846
total_q25,Avg_EloPeak,4.391955852508545
total_q25,Diff_WinPct,3.884673595428467
total_q25,Avg_TSMean,3.84310245513916
total_q25,Avg_Last5NetRating,3.67454195022583
total_q25,Avg_NetRatingMean,3.671234369277954
total_q25,Avg_NumOTMean,3.6461081504821777
total_q25,Avg_Last10Score,3.605541229248047
total_q25,Avg_EloEnd,3.5214312076568604
total_q25,Avg_OppeFGMean,3.474776029586792
total_q25,Avg_Losses,3.4246199131011963
total_q25,Avg_NeutralWinPct,3.3287501335144043
total_q25,Avg_Last10OffRating,3.320528030395508
total_q25,Avg_StlMean,3.2868504524230957
total_q25,Avg_PFMean,3.2277672290802
total_q25,Avg_FG3PctMean,3.1744983196258545
total_q25,Avg_Last10DefRating,3.0819942951202393
total_q25,Avg_MasseyWorstRank,3.054532289505005
total_q25,Avg_OffRatingMean,3.0422420501708984
total_q25,Avg_TOVRateMean,3.0231714248657227
total_q25,Diff_Last10NetRating,3.0075197219848633
total_q25,Avg_DRBRateMean,3.0032572746276855
total_q25,Avg_MasseyBestRank,2.9873993396759033
total_q25,Avg_MasseyMeanRank,2.9564850330352783
total_q25,Diff_DRBRateMean,2.8997862339019775
total_q25,Avg_Last10NetRating,2.8737542629241943
total_q25,Avg_Last5OffRating,2.865387439727783
total_q25,Avg_Last5Score,2.8560550212860107
total_q25,Avg_HomeWinPct,2.8439061641693115
total_q25,Avg_MasseySystems,2.8272292613983154
total_q25,Avg_FTRateMean,2.8231301307678223
total_q25,Avg_MasseyMedianRank,2.8142101764678955
total_q25,Avg_TRBRateMean,2.80791974067688
total_q25,Avg_Last5WinPct,2.8004519939422607
total_q25,Avg_ASTTOVMean,2.797072172164917
total_q25,Avg_SOSOppNetRating,2.7795915603637695
total_q25,Avg_AstMean,2.7441532611846924
total_q25,Avg_MasseyStdRank,2.7083663940429688
total_q25,Avg_Games,2.7024524211883545
total_q25,Avg_TOMean,2.6866774559020996
total_q25,Avg_OppFG3PctMean,2.649085521697998
total_q25,Avg_DefRatingMean,2.644287586212158
total_q25,Diff_AwayWinPct,2.5973310470581055
total_q25,Avg_ThreeRateMean,2.569683074951172
total_q25,Avg_AwayWinPct,2.5541083812713623
total_q25,Avg_Last5DefRating,2.514328718185425
total_q25,Avg_BlkMean,2.5059123039245605
total_q25,Diff_Last10OppScore,2.472085952758789
total_q25,Diff_Last5Margin,2.4718377590179443
total_q25,Avg_Last5Margin,2.4579665660858154
total_q25,Avg_Last5OppScore,2.4422242641448975
total_q25,Avg_Last10OppScore,2.4104251861572266
total_q25,Avg_MarginStd,2.4103550910949707
total_q25,Avg_FTPctMean,2.373669147491455
total_q25,Avg_ORBRateMean,2.3046414852142334
total_q25,Diff_Last5WinPct,2.28037166595459
total_q25,Avg_SOSOppWinPct,2.277017116546631
total_q25,Avg_Last10Margin,2.2689096927642822
total_q25,Diff_NeutralGamePct,2.2473602294921875
total_q25,Avg_NeutralGamePct,2.189455509185791
total_q25,Avg_MarginMean,2.161005973815918
total_q25,Avg_Wins,2.1413381099700928
total_q25,Avg_WinPct,2.09098482131958
total_q25,Avg_eFGMean,2.0638957023620605
total_q25,Diff_Last5OppScore,2.0043411254882812
total_q25,Diff_BlkMean,1.9522895812988281
total_q25,Avg_Last10WinPct,1.9522433280944824
total_q25,Diff_OppFG3PctMean,1.914499282836914
total_q25,Diff_MasseyBestRank,1.8265047073364258
total_q25,Diff_PaceMean,1.7328115701675415
total_q25,Diff_ORBRateMean,1.6368982791900635
total_q25,Diff_FG3PctMean,1.5788917541503906
total_q25,Diff_MarginStd,1.5053521394729614
total_q25,Diff_PFMean,1.5005033016204834
total_q25,Diff_DefRatingMean,1.4856761693954468
total_q25,Diff_SOSOppNetRating,1.3260202407836914
total_q25,Diff_TRBRateMean,1.3173446655273438
total_q25,Diff_Last5DefRating,1.2998238801956177
total_q25,Diff_ThreeRateMean,1.130960464477539
total_q25,Diff_Games,0.587259829044342
total_q25,Diff_OffRatingMean,0.4465341567993164
total_q25,Diff_FTPctMean,0.204104483127594
total_q25,Diff_ScoreMean,0.19218869507312775
total_q25,Diff_OppScoreMean,0.15605011582374573
total_q50,Avg_PaceMean,14.06785774230957
total_q50,Avg_ScoreMean,9.669416427612305
total_q50,Avg_OppScoreMean,8.000652313232422
total_q50,Avg_MasseyMedianRank,5.128625392913818
total_q50,Avg_Last10Score,4.986098766326904
total_q50,Avg_OffRatingMean,4.673328399658203
total_q50,Avg_Losses,4.630833148956299
total_q50,Avg_Last10NetRating,4.612375736236572
total_q50,Avg_SeedNum,4.591066837310791
total_q50,Avg_Last5Score,4.492316722869873
total_q50,Avg_EloPeak,4.41272497177124
total_q50,Avg_NetRatingMean,4.391257286071777
total_q50,Avg_NeutralWinPct,4.370319843292236
total_q50,Avg_WinPct,4.289453506469727
total_q50,Avg_SOSOppNetRating,4.110488414764404
total_q50,Avg_MasseyBestRank,4.104394435882568
total_q50,Avg_ASTTOVMean,4.05967378616333
total_q50,Avg_SOSOppWinPct,4.0178937911987305
total_q50,Avg_EloEnd,4.01573371887207
total_q50,Avg_TOMean,4.015293121337891
total_q50,Avg_FG3PctMean,3.943882703781128
total_q50,Avg_FTRateMean,3.863755941390991
total_q50,Avg_ORBRateMean,3.8417294025421143
total_q50,Avg_ThreeRateMean,3.8225841522216797
total_q50,Avg_Last5NetRating,3.7659382820129395
total_q50,Avg_TSMean,3.746094226837158
total_q50,Avg_Last10DefRating,3.7432777881622314
total_q50,Avg_DRBRateMean,3.723630428314209
total_q50,Avg_Last5DefRating,3.668858766555786
total_q50,Avg_HomeWinPct,3.6065547466278076
total_q50,Avg_FTPctMean,3.6033482551574707
total_q50,Avg_BlkMean,3.5938315391540527
total_q50,Avg_AwayWinPct,3.571049451828003
total_q50,Avg_MasseyWorstRank,3.555633306503296
total_q50,Avg_Last10OffRating,3.5365917682647705
total_q50,Avg_Last5OffRating,3.525892496109009
total_q50,Avg_NumOTMean,3.517789840698242
total_q50,Avg_OppFG3PctMean,3.4924352169036865
total_q50,Avg_AstMean,3.4822957515716553
total_q50,Avg_PFMean,3.468693971633911
total_q50,Avg_Last10OppScore,3.4482100009918213
total_q50,Avg_TOVRateMean,3.4206948280334473
total_q50,Avg_MarginStd,3.4188411235809326
total_q50,Avg_MasseySystems,3.4156477451324463
total_q50,Avg_NeutralGamePct,3.3924548625946045
total_q50,Avg_Last5OppScore,3.3842809200286865
total_q50,Avg_TRBRateMean,3.347593069076538
total_q50,Avg_Games,3.3213775157928467
total_q50,Diff_Last5Margin,3.2601206302642822
total_q50,Avg_OppeFGMean,3.1909921169281006
total_q50,Avg_MarginMean,3.173358201980591
total_q50,Avg_DefRatingMean,3.1646859645843506
total_q50,Avg_MasseyMeanRank,3.083153486251831
total_q50,Avg_Last5WinPct,3.074357271194458
total_q50,Avg_StlMean,2.9833133220672607
total_q50,Avg_Last5Margin,2.9546046257019043
total_q50,Avg_Last10Margin,2.940742254257202
total_q50,Avg_MasseyStdRank,2.8462774753570557
total_q50,Diff_SOSOppWinPct,2.8453245162963867
total_q50,Avg_eFGMean,2.7641634941101074
total_q50,Diff_FTRateMean,2.7225589752197266
total_q50,Diff_NumOTMean,2.663975238800049
total_q50,Diff_MarginMean,2.5995988845825195
total_q50,Diff_AwayWinPct,2.491082191467285
total_q50,Diff_PaceMean,2.3142223358154297
total_q50,Avg_Last10WinPct,2.2668614387512207
total_q50,Diff_DRBRateMean,1.995226502418518
total_q50,Diff_OppFG3PctMean,1.8955836296081543
total_q50,Diff_Last10DefRating,1.8839410543441772
total_q50,Diff_Last5Score,1.771307349205017
total_q50,Diff_NeutralGamePct,1.6847686767578125
total_q50,Diff_ScoreMean,1.6757631301879883
total_q50,Avg_Wins,1.5560705661773682
total_q50,Diff_TRBRateMean,1.3848273754119873
total_q50,Diff_Last5NetRating,1.2706613540649414
total_q50,Diff_Wins,1.24614679813385
total_q50,Diff_WinPct,1.1385421752929688
total_q50,Diff_MasseyBestRank,0.7133007049560547
total_q50,Diff_HomeWinPct,0.7007651329040527
total_q50,Diff_FTPctMean,0.4846137762069702
total_q50,Diff_Last10NetRating,0.39500975608825684
total_q50,Diff_ORBRateMean,0.35001951456069946
total_q50,Diff_StlMean,0.051583290100097656
total_q75,Avg_OppScoreMean,7.510092735290527
total_q75,Avg_ScoreMean,7.266754150390625
total_q75,Avg_PaceMean,5.292450428009033
total_q75,Avg_Last10OppScore,5.012698650360107
total_q75,Avg_SeedNum,4.673059940338135
total_q75,Avg_EloPeak,4.00160026550293
total_q75,Avg_Last5NetRating,3.959028720855713
total_q75,Avg_DRBRateMean,3.6675515174865723
total_q75,Avg_NeutralWinPct,3.6181297302246094
total_q75,Avg_NumOTMean,3.592158794403076
total_q75,Avg_MasseyBestRank,3.4128527641296387
total_q75,Avg_TSMean,3.368351459503174
total_q75,Avg_MasseyMedianRank,3.357668876647949
total_q75,Avg_Last5Score,3.322148561477661
total_q75,Avg_MasseyStdRank,3.3124923706054688
total_q75,Avg_Last10OffRating,3.2981178760528564
total_q75,Avg_Last5Margin,3.279128313064575
total_q75,Avg_ThreeRateMean,3.2414743900299072
total_q75,Avg_PFMean,3.166473388671875
total_q75,Avg_MasseySystems,3.1539132595062256
total_q75,Avg_MasseyMeanRank,3.106423854827881
total_q75,Avg_MasseyWorstRank,3.0893020629882812
total_q75,Avg_Last5OppScore,3.0592117309570312
total_q75,Avg_TOMean,3.0427868366241455
total_q75,Avg_AwayWinPct,3.021515369415283
total_q75,Avg_FG3PctMean,3.0086143016815186
total_q75,Avg_StlMean,2.9916510581970215
total_q75,Avg_NeutralGamePct,2.9693942070007324
total_q75,Avg_BlkMean,2.950762987136841
total_q75,Avg_SOSOppWinPct,2.9488048553466797
total_q75,Avg_SOSOppNetRating,2.907811403274536
total_q75,Avg_MarginStd,2.8474197387695312
total_q75,Avg_Last10WinPct,2.8356053829193115
total_q75,Avg_Last10Score,2.830617666244507
total_q75,Avg_NetRatingMean,2.8178393840789795
total_q75,Avg_FTRateMean,2.7999789714813232
total_q75,Avg_WinPct,2.7609901428222656
total_q75,Avg_EloEnd,2.7588043212890625
total_q75,Avg_Last5OffRating,2.7414357662200928
total_q75,Avg_Last5DefRating,2.736830234527588
total_q75,Avg_ASTTOVMean,2.721750020980835
total_q75,Avg_FTPctMean,2.721118688583374
total_q75,Avg_OppeFGMean,2.7163331508636475
total_q75,Avg_ORBRateMean,2.683405637741089
total_q75,Diff_EloPeak,2.658336639404297
total_q75,Avg_AstMean,2.6582884788513184
total_q75,Avg_Last10DefRating,2.5514414310455322
total_q75,Avg_HomeWinPct,2.5443050861358643
total_q75,Diff_Last10DefRating,2.4828717708587646
total_q75,Avg_DefRatingMean,2.4643304347991943
total_q75,Avg_OffRatingMean,2.450800657272339
total_q75,Avg_MarginMean,2.4065239429473877
total_q75,Avg_Games,2.387340545654297
total_q75,Diff_NumOTMean,2.3307833671569824
total_q75,Avg_eFGMean,2.303637742996216
total_q75,Avg_Last10NetRating,2.3028502464294434
total_q75,Avg_TOVRateMean,2.299325466156006
total_q75,Avg_TRBRateMean,2.2117867469787598
total_q75,Avg_OppFG3PctMean,2.1902196407318115
total_q75,Diff_DefRatingMean,2.1519899368286133
total_q75,Diff_Last10Margin,2.0962085723876953
total_q75,Diff_EloEnd,2.015932559967041
total_q75,Avg_Last10Margin,2.009371519088745
total_q75,Diff_TOMean,2.0049095153808594
total_q75,Diff_PFMean,1.9494343996047974
total_q75,Avg_Last5WinPct,1.8855797052383423
total_q75,Diff_TRBRateMean,1.8770817518234253
total_q75,Diff_TOVRateMean,1.8419907093048096
total_q75,Diff_MarginStd,1.783211350440979
total_q75,Avg_Losses,1.6368310451507568
total_q75,Avg_Wins,1.6045308113098145
total_q75,Diff_Last5DefRating,1.5193326473236084
total_q75,Diff_Last10OffRating,0.9323487281799316
total_q75,Diff_NeutralGamePct,0.8641599416732788
total_q75,Diff_eFGMean,0.837792158126831
total_q75,Diff_MarginMean,0.7898784875869751
total_q75,Diff_DRBRateMean,0.7565290927886963
total_q75,Diff_OppeFGMean,0.7546138763427734
total_q75,Diff_Last5NetRating,0.656567394733429
total_q75,Diff_Last5Margin,0.6010434627532959
total_q75,Diff_Last10WinPct,0.5377054214477539
total_q75,Diff_TSMean,0.46090102195739746
total_q75,Diff_FG3PctMean,0.4433208703994751
total_q75,Diff_OppFG3PctMean,0.4424992799758911
total_q75,Diff_ScoreMean,0.42025017738342285
total_q75,Diff_Wins,0.3931550085544586
total_q75,Diff_ASTTOVMean,0.21531128883361816
total_q75,Diff_Last5OffRating,0.2138369083404541
total_q75,Diff_ORBRateMean,0.20959949493408203
total_q75,Diff_ThreeRateMean,0.20837903022766113
total_q75,Diff_FTPctMean,0.18642902374267578
total_q75,Diff_Games,0.09789563715457916
total_q90,Avg_MasseyMeanRank,3.2029166221618652
total_q90,Avg_Last10NetRating,2.969181537628174
total_q90,Avg_Losses,2.764188528060913
total_q90,Avg_PFMean,2.544499397277832
total_q90,Avg_PaceMean,2.424175500869751
total_q90,Avg_Last5WinPct,2.316420793533325
total_q90,Avg_EloEnd,2.188626527786255
total_q90,Avg_ASTTOVMean,2.1382369995117188
total_q90,Avg_Last5Score,2.1349527835845947
total_q90,Avg_TOVRateMean,2.1157054901123047
total_q90,Avg_MasseyWorstRank,2.005366086959839
total_q90,Avg_MasseyBestRank,1.969045639038086
total_q90,Avg_AstMean,1.9634606838226318
total_q90,Avg_OppeFGMean,1.9456323385238647
total_q90,Avg_OppScoreMean,1.923839807510376
total_q90,Avg_Last10OppScore,1.893208384513855
total_q90,Avg_eFGMean,1.8454259634017944
total_q90,Avg_EloPeak,1.8225135803222656
total_q90,Avg_HomeWinPct,1.8087912797927856
total_q90,Avg_ORBRateMean,1.8049640655517578
total_q90,Avg_Last5Margin,1.8043588399887085
total_q90,Avg_Last10DefRating,1.7964836359024048
total_q90,Avg_OffRatingMean,1.7837717533111572
total_q90,Avg_OppFG3PctMean,1.7831867933273315
total_q90,Avg_MarginMean,1.753421425819397
total_q90,Avg_NumOTMean,1.75152587890625
total_q90,Avg_Last5NetRating,1.7427538633346558
total_q90,Avg_Games,1.727891206741333
total_q90,Avg_AwayWinPct,1.7242182493209839
total_q90,Avg_FTPctMean,1.7002530097961426
total_q90,Avg_MasseySystems,1.6807036399841309
total_q90,Avg_IsPlayInSeed,1.6501024961471558
total_q90,Avg_WinPct,1.6385669708251953
total_q90,Avg_NetRatingMean,1.6253076791763306
total_q90,Avg_DefRatingMean,1.6218277215957642
total_q90,Avg_Last5OppScore,1.611233115196228
total_q90,Avg_NeutralWinPct,1.6013438701629639
total_q90,Avg_TOMean,1.5889877080917358
total_q90,Avg_ScoreMean,1.5791816711425781
total_q90,Diff_AwayWinPct,1.5772145986557007
total_q90,Avg_Last10Score,1.5756300687789917
total_q90,Avg_ThreeRateMean,1.5665251016616821
total_q90,Avg_FTRateMean,1.5561625957489014
total_q90,Avg_MarginStd,1.5419964790344238
total_q90,Avg_TSMean,1.5331318378448486
total_q90,Avg_SOSOppWinPct,1.5321582555770874
total_q90,Avg_Last10WinPct,1.519097924232483
total_q90,Avg_SOSOppNetRating,1.4978820085525513
